Entity Id|address|author|editor|institution|month|note|pages|publisher|title|venue|volume|year|
1104|los angeles, california,|ronald l. rivest and robert e. schapire.|||october||pages 78-87,||diversity-based inference of finite automata.|in proceedings of the twenty-eighth annual symposium on foundations of computer science,||1987.|
1105||rivest, r. l., & schapire, r. e.|||||pp. 411-420.||inference of finite automata using homing sequences.|in proceedings of the 21th acm symp. on theory of computing,||(1989).|
1106||rivest, r.l. and schapire, r.e.|||||||inference of finite automata using homing sequences.|in proceedings of 21th annual acm sympposium on theory of computing.||1989.|
1107||r. l. rivest and r. e. schapire.|||||pages 411-420,||inference of finite automata using homing sequences.|in proceedings of the 21th acm symposium on theory and computing,||1989.|
1108||r. rivest and r. schapire.|||||||inference of finite automata using homing sequences.|in proceedings of 21th annual acm symposium on theory of computing,||1989.|
1109||ronald l. rivest and robert e. schapire.|||||pages 411-420,||inference of finite automata using homing sequences.|in proceedings of the twenty first annual acm symposium on theoretical computing,||1989.|
1110||r. rivest and s. schapire.|||||pages 411-420.|acm,|inference of finite automata using homing sequences.|in proc. 21st stoc,||1989.|
1111||ronald l. rivest and robert e. schapire.|||may|to appear, information and computation.|pages 411-420,||inference of finite automata using homing sequences.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
1112|seattle, washington,|r. l. rivest and r. e. schapire.|||||pages 411-420,||inference of finite automata using homing sequences (extended abstract).|in proceedings of the twenty-first annual acm symposium on theory of computing,||1989.|
1113||r. rivest and r. schapire.|||||pages 411-420,||inference of finite automata using homing sequences.|proceedings of the 21st annual acm symposium on theory of computing,||1989.|
1114||ronald l. rivest and robert e. schapire.|||may||pages 411-420,||inference of finite automata using homing sequences.|in proceedings of the twenty-first annual acm symposium on theory of computing,||1989.|
1115|seattle, washington,|rivest, ronald l. and robert e. schapire.|||may||pp. 411-420.||'inference of finite automata using homing sequences,'|proceedings of the twenty-first annual acm symposium on theory of computing, acm,||1989,|
1116||r. l. rivest and r. e. schapire.||association for computing machinery,|||pages 411-420.||inference of finite automata using homing sequences.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
1117||r. l. rivest and r. e. schapire.|||||pages 411-420,||inference of finite automata using homing sequences.|in acm symposium on the theory of computing,||1989.|
1118||ronald l. rivest and robert e. schapire.|||may||pages 411-420,||inference of finite automata using homing sequences.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
1119||ronald l. rivest and robert e. schapire.|||||||inference of finite automata using homing sequences.|in proc. 21st ann. acm symp. on theoretical computing,||1989.|
1120||r. rivest,|||apr.|h. schulzrinne expires 03/01/94 [page 56] internet-draft draft-ietf-avt-issues-01.ps october 20,|||'the md5 message-digest algorithm,' network working group request for comments rfc 1321,|ietf,||1993|
1121||r. rivest,||internet engineering task force,|apr.|schulzrinne/casner/frederick/jacobson expires 9/1/95 [page 62]|||the md5 message-digest algorithm, request for comments (informational) rfc 1321,|||1992.|
1122||r. rivest and r. schapire.|||||299-347.||inference of finite automata using homing sequences.|information and computation,|103,|(1993).|
1123||rivest, r. & schapire, r.|||||||'inference of finite automata using homing sequences',|information and computation 103(2),|299 - 347.|(1993),|
1124||rivest, r. l. & schapire, r. e.|||||299-347.||inference of finite automata using homing sequences.|information and computation,|103(2),|(1993).|
1125||rivest, r. l., & schapire, r. e.|||||103 , 299-347.||inference of finite automata using homing sequences.|information and computation,||(1993).|
1126||rivest, r. l., and schapire, r. e.|||||299-347.||inference of finite automata using homing sequences.|information and computation 103(2)||1993.|
1127||rivest, r.l. and r.e. schapire,|||||pp. 299-347.||1993 inference of finite automata using homing sequences.|information and computation,|103:2,||
1128||r. rivest and r. schapire.|||||299-347,||inference of finite automata using homing sequences.|information and computation,|103|1993.|
1129||r. rivest and r. schapire.||||information and computation (to appear),|||inference of finite automata using homing sequences.|||1993.|
1130||ronald. l. rivest and robert. e. schapire.|||||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1131||r. rivest and r. schapire.|||||299-347,||inference of finite automata using homing sequences.|information and computation,|103|1993.|
1132||r.e. schapire r. l. rivest.|rivest s. j. hanson, w. remmele, editor,||||pages 51-73.|springer,|inference of finite automata using homing sequences. in r.l.|machine learning: from theory to applications,||1993.|
1133||r. rivest and r. schapire.|||||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1134||r.l. rivest and r.e. schapire,|||||299-347.||inference of finite automata using homing sequences,|in formation and computation 103 #2 (1993),|||
1135||ronald. l. rivest and robert. e. schapire.|||||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1136||r. l. rivest and r. e. schapire.|||||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1137||r. l. rivest and r. e. schapire.|||||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1138||r. rivest and r. schapire.|||||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1139||ronald l. rivest and robert e. schapire.|||april||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1140||ronald l. rivest and robert e. schapire.|||16||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1141||r.l. rivest and r.e. schapire.|||||||inference of finite automata using homing sequences.|information and computation,||1993.|
1142||r. l. rivest and r. e. schapire.|||apr.||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1143||r. rivest and r. schapire.|||12||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1144||ronald l. rivest and robert e. schapire.|||april||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1145||ronald l. rivest and robert e. schapire.|||april||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1146||rivest r.l. and schapire r.e.|||april||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1997.|
1147||r. l. rivest and r. e. schapire.|||||299-347,||inference of finite automata using homing sequences.|information and computation,|103|1993.|
1148||ronald l. rivest and robert e. schapire.|||april||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1149||ronald l. rivest and robert e. schapire.|||april|120 bibliography|299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1150||r.e. schapire r. l. rivest.|rivest s. j. hanson, w. remmele, editor,||||pages 51-73.|springer,|inference of finite automata using homing sequences. in r.l.|machine learning: from theory to applications,||1993.|
1151||ronald l. rivest and robert e. schapire.|||april||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1152||ronald l. rivest and robert e. schapire.|||||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1153||r. l. rivest and r. e. schapire.|||||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1154|103:299347,|r. l. rivest and r. e. schapire.|||||||inference of finite automata using homing sequences. information and computation,|||1993.|
1155||r. rivest and r. schapire.|||||page 9||inference of finite automata using homing sequences.|information and compuation,|103(2)|1993.|
1156||ronald l. rivest and robert e. schapire.|||april||299-347,||inference of finite automata using homing sequences.|information and computation,|103(2)|1993.|
1157||rivest, r., and schapire, r.|||||299-347.||inference of finite automata using homing sequences.|information and computation 103||1993.|
1158||rivest, r. l. and schapire, r. e.|||||299-347.||inference of finite automata using homing sequences.|information and computation,|103(2)|(1993).|
1159||r. rivest and r. schapire.|||||555-589,||diversity-based inference of finite automata.|journal of the association for computing machinery,|43(3)|1994.|
1160||r. l. rivest and r. e. schapire.|||||555-589,||diversity-based inference of finite automata.|journal of the association for computing machinery,|43(3)|1994.|
1161||r. rivest and r. schapire.|||||555-589,||diversity-based inference of finite automata.|journal of the association for computing machinery,|43(3)|1994.|
1162||r. rivest and r. schapire.|||||555-589,||diversity-based inference of finite automata.|journal of the association for computing machinery,|43(3)|1994.|
1163||r. l. rivest and r. e. schapire.|||||||diversity-based inference of finite automata.|journal of the association for computing machinery,||1993.|
1164||robert e. schapire, yoav freund, peter bartlett, and wee sun lee.||||to appear.|||boosting the margin: a new explanation for the effectiveness of voting methods.|annals of statistics,|||
1165||robert e. schapire, yoav freund, peter bartlett, and wee sun lee.||||to appear.|||boosting the margin: a new explanation for the effectiveness of voting methods.|annals of statistics,|||
