id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/deathYear|http://dbpedia.org/ontology/birthYear|https://www.scads.de/movieBenchmark/ontology/endYear|https://www.scads.de/movieBenchmark/ontology/startYear|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/primaryProfessions|https://www.scads.de/movieBenchmark/ontology/runtimeMinutes
3064||Paul Merton||||1957-01-01||||miscellaneous,actor,writer|
3065||Donald Woods|||1998-01-01|1906-01-01||||actor,soundtrack|
3066||James Bender|||1958-01-01|||||actor|
3067||Sarah Treem||||||||producer,writer,director|
3068|Goodbye, Goodbye||9|4||||1956-01-01|Drama||30
3069||Harry Harvey|||1985-01-01|1901-01-01||||actor|
3070||Slammy||||||||editor,miscellaneous,editorial_department|
3071|The Two-Sided Triangle||36|1||||1962-01-01|Adventure||30
3072||Johnny Pool|||||||||
3073||Gabriela Vr?nov?|||2018-01-01|1939-01-01||||actress,miscellaneous|
3074||Doug Osborne|||2012-01-01||||||
3075|Rickety Gin|||||||1927-01-01|Animation,Comedy,Short||6
3076||Jonathan Hale|||1966-01-01|1891-01-01||||actor|
3077||Walter Barnes|||1998-01-01|1918-01-01||||actor,miscellaneous|
3078|Oscar Zia g?star||7|3||||2019-01-01|Comedy||
3079||Frank Overton|||1967-01-01|1918-01-01||||actor,miscellaneous|
3080||James V. Christy||||||||actor|
3081|Grandpa||24|1||||1961-01-01|Adventure,Drama,Family||30
3082|Chapter 42||3|4||||2016-01-01|Drama||54
3083||Kevin Bassinson||||||||music_department,composer,soundtrack|
3084||Doris Singleton|||2012-01-01|1919-01-01||||actress|
3085||Dieter Kirchlechner||||1932-01-01||||actor|
3086||Ric Mills||||||||composer,music_department|
3087||Ajit Banerjee||||||||art_director,actor,director|
3088|Case Book||27|2||||1955-01-01|Drama||30
3089||Julien Temple||||1953-01-01||||director,writer,producer|
3090||Rafael Jose Diaz||||1955-01-01||||actor|
3091||Ken Lindall||||||||actor|
3092||Miles Leeson|||||||||
3093||Anton?n Sedl?k||||||||actor|
3094||Bruce Dern||||1936-01-01||||actor,producer,soundtrack|
3095||Joan O'Brien||||1936-01-01||||actress,soundtrack|
3096|Tales from the Cryptkeeper||||||1999-01-01|1993-01-01|Animation,Comedy,Fantasy||30
3097|The Archer's Ring||14|1||||1960-01-01|Adventure||60
3098||David Finley||||||||miscellaneous,writer,assistant_director|
3099||Joanna Vischer||||||||actress|
3100||Nelson Leigh|||1985-01-01|1905-01-01||||actor|
3101||Matt Freund|||||||||
3102||Marco||||||||actor|
3103|A Many Splendored Thing||4|2||||1994-01-01|Crime,Drama,Mystery||
3104||Forrest Lewis|||1977-01-01|1899-01-01||||actor,soundtrack|
3105||Pauli Sipil?inen||||1940-01-01||||cinematographer,camera_department,director|
3106||Thomas Braut|||1979-01-01|1930-01-01||||actor,miscellaneous|
3107||Tom O'Sullivan||||||||actor,stunts|
3108||Corey Stoll||||1976-01-01||||actor|
3109|The Reward||27|1||||1962-01-01|Adventure||
3110||Emma Tate||||1971-01-01||||actress,miscellaneous|
3111|Mister Softee||9|8||||2011-01-01|Comedy||33
3112||Terrence Howard||||1969-01-01||||actor,soundtrack,producer|
3113||Katherine Squire|||1995-01-01|1903-01-01||||actress|
3114|Faking Miracles||3|6||||2016-01-01|Action,Adventure,Animation||22
3115||Barry Stigler|||2005-01-01|1948-01-01||||actor|
3116|Are You There God, It's Me, Dean||9|1||||2004-01-01|Action,Adventure,Animation||22
3117||Michael Garrett|||1990-01-01|1918-01-01||||actor|
3118||Wolf Englert|||1997-01-01|1924-01-01||||production_designer,art_director,set_decorator|
3119||Leo Trombetta||||||||editor,sound_department,editorial_department|
3120||Georgi Stamatov||||||||actor|
3121||Felix E. Feist|||1965-01-01|1910-01-01||||producer,director,writer|
3122||Sarah Marshall|||2014-01-01|1933-01-01||||actress|
3123||George Burrafato|||2001-01-01|1919-01-01||||actor,location_management,producer|
3124||Grace Raynor||||||||actress|
3125|Beyond a Reasonable Doubt||6|2||||1954-01-01|Drama||30
3126||Alex Dreier|||2000-01-01|1916-01-01||||actor|
3127||Marc Alcaldo||||||||actor|
3128||G?rard Depardieu||||1948-01-01||||actor,producer,soundtrack|
3129||Rolf A. Wilhelm|||2013-01-01|1927-01-01||||composer,music_department,soundtrack|
3130||Kevin Kline||||1947-01-01||||actor,soundtrack,director|
3131|Safari at Sea||6|1||||1959-01-01|Adventure||48
3132||Zeljko Petrekovic||||||||actor|
3133|The Baby Sitters||25|3||||1962-01-01|Adventure||60
3134||Georgi Rerberg|||1999-01-01|1937-01-01||||cinematographer,writer|
3135||Barry Gifford||||1946-01-01||||writer,actor,producer|
3136||Charles de Bernier||||||||miscellaneous,production_manager,producer|
3137||Amos Crawley||||1981-01-01||||actor,soundtrack,executive|
3138||Sasu Laukkonen||||||||miscellaneous|
3139||Amzie Strickland|||2006-01-01|1919-01-01||||actress,soundtrack|
3140|Cvrcek a bombard?n||5|1||||1978-01-01|Animation,Family||5
3141||Eugene Peterson|||2003-01-01|1921-01-01||||actor|
3142||Sharon Elizabeth Doyle||||||||writer,producer|
3143||Eric Luke||||||||writer,director,visual_effects|
3144||Bj Floyd||||||||actor,camera_department|
3145||Sho Miyajima||||||||actor|
3146||Glenn Eichler||||||||writer,producer,miscellaneous|
3147||Renate Pichler|||2019-01-01|1937-01-01||||actress,miscellaneous,soundtrack|
3148||Jeremy Saulnier||||1976-01-01||||camera_department,cinematographer,director|
3149|A Whale of a Tale||6|2||||1960-01-01|Adventure||49
3150|The Hat||10|4||||1996-01-01|Crime,Drama,Mystery||
3151||Emil Strakon||||1921-01-01||||cinematographer,miscellaneous,art_department|
3152||Jamie Haydon-Devlin||||||||actor|
3153|Episode #2.2||2|2||||1999-01-01|Drama||21
3154||Peter Raynolds||||||||actor|
3155|Tension||22|4||||1957-01-01|Drama||30
3156||David H. Brooks||||1978-01-01||||producer,director,editor|
3157||Robert F. Simon|||1992-01-01|1908-01-01||||actor|
3158||Marvin Ishmael||||||||actor|
3159||Sanjeev Bhaskar||||1963-01-01||||actor,writer,music_department|
3160||Cameron Mitchell|||1994-01-01|1918-01-01||||actor,soundtrack,director|
3161||John Craven|||1995-01-01|1916-01-01||||actor,soundtrack|
3162||Joan Crawford|||1977-01-01|1904-01-01||||actress,soundtrack,writer|
3163||Francisca Dores||||||||director,writer,cinematographer|
3164|The Big Never||3|3||||2019-01-01|Crime,Drama,Mystery||55
3165||Debbie Chazen||||1971-01-01||||actress|
3166||Kim Bum||||||||actor|
3167||Ludwig St?ssel|||1973-01-01|1883-01-01||||actor|
3168||Walter Slezak|||1983-01-01|1902-01-01||||actor,soundtrack,writer|
3169|Transylvania Express||13|2||||1994-01-01|Animation,Comedy,Fantasy||30
3170||Masaya Kat?||||1963-01-01||||actor|
3171||Diana Hyland|||1977-01-01|1936-01-01||||actress|
3172||Kenneth Lin||||||||producer,writer,miscellaneous|
3173||Emma Molin||||1979-01-01||||actress,writer|
3174||Lesley Sharp||||1960-01-01||||actress,director,soundtrack|
3175|The Doll||7|2||||2001-01-01|Comedy||30
3176||Stephen Erkel||||||||editor,miscellaneous|
3177||Sivamani||||||||actor,music_department|
3178||Robert Harmon||||||||director,camera_department,producer|
3179||Sue Jones-Davies||||||||actress|
3180|One Beautiful Moment||2|7||||1959-01-01|Drama||30
3181||Robin Wright||||1966-01-01||||actress,producer,director|
3182||Rob Bygott||||||||cinematographer,editor,writer|
3183||Don Beddoe|||1991-01-01|1903-01-01||||actor|
3184||Frank L. Moss|||1997-01-01|1913-01-01||||writer,producer,script_department|
3185||William Brandon||||||||actor|
3186|Viewer's Choice||6|2||||2006-01-01|Reality-TV||
3187||Noreen Corcoran|||2016-01-01|1943-01-01||||actress,soundtrack|
3188||Mel Mendoza-Del Rosario||||||||miscellaneous,writer|
3189||Lindsay Jones||||1989-01-01||||actress,writer,director|
3190||Heinz Weiss|||2010-01-01|1921-01-01||||actor,soundtrack|
3191||Christopher Macke||||||||actor|
3192||G?nther Neutze|||1991-01-01|1921-01-01||||actor|
3193|Strangled, Not Stirred||19|6||||1998-01-01|Crime,Drama,Mystery||
3194||Ronald Weyman|||2007-01-01|1915-01-01||||producer,director,writer|
3195||Margery Withers|||1999-01-01|1905-01-01||||actress|
3196||Nana Bryant|||1955-01-01|1888-01-01||||actress,soundtrack|
3197||Albert Salmi|||1990-01-01|1927-01-01||||actor|
3198||Warren Foster|||1971-01-01|1904-01-01||||writer,soundtrack,art_department|
3199||Charles Korvin|||1998-01-01|1907-01-01||||actor,director|
3200|And Then There Were Nine||1|1||||2014-01-01|Comedy,Crime,Mystery||10
3201|Strictly Personal||28|6||||1959-01-01|Drama||30
3202||John Alexander||||||||writer|
3203||Marie Matile||||||||actress|
3204||Allen Breneman||||||||actor|
3205||Terike Haapoja|||||||||
3206|Creepy Critters||16|1||||2005-01-01|Reality-TV||
3207||F.K. Wittich||||||||producer,writer|
3208||Nathaniel Parker||||1962-01-01||||actor,producer|
3209||Andr?s Felipe Mart?nez||||||||actor|
3210||Bohus Z?horsk?|||1980-01-01|1906-01-01||||actor|
3211||Juan Soffici||||||||editor|
3212||Muneo Nakamoto||||||||writer|
3213||David Toma||||||||actor,miscellaneous,writer|
3214||Oscar Bucher||||||||director,editor,producer|
3215||Peter Whitney|||1972-01-01|1916-01-01||||actor,soundtrack|
3216||Carlo Tricoli|||1966-01-01|1889-01-01||||actor|
3217||Irene Tedrow|||1995-01-01|1907-01-01||||actress|
3218||Erich Neureuther|||2020-01-01|1932-01-01||||director,writer,actor|
3219||Vladimir Ushakov|||2011-01-01|1920-01-01||||actor|
3220||Ann Morrison|||1978-01-01|1916-01-01||||actress|
3221||Niven Howie||||||||editor,assistant_director,director|
3222|The Bracelet||4|1||||2000-01-01|Comedy||28
3223||Coulter Irwin|||1998-01-01|1918-01-01||||actor|
3224||Roy Engel|||1980-01-01|1913-01-01||||actor,writer|
3225||Kathleen Lloyd||||1948-01-01||||actress|
3226|Not in Our Stars||31|8||||1961-01-01|Drama||30
3227||Paul Newlan|||1973-01-01|1903-01-01||||actor|
3228||Mira McKinney|||1978-01-01|1892-01-01||||actress|
3229||Martin Mazza||||||||actor|
3230|Skull Cleaner||13|2||||2006-01-01|Reality-TV||43
3231||Lydia Schiller||||||||miscellaneous,writer,script_department|
3232||Scott Kawczynski||||||||art_department,visual_effects,production_designer|
3233|Friends of Danny Beecher||17|1||||1974-01-01|Crime,Drama||60
3234||Maye Frank Grissette||||||||writer|
3235||Linda McGibney||||||||producer,writer,miscellaneous|
3236|Fits Like a Glove||2|3||||1994-01-01|Crime,Drama,Mystery||60
3237|Woodlot||23|8||||1961-01-01|Drama||30
3238||Anita Sands||||||||actress|
3239||Frederick Herrick||||||||actor|
3240||Chick Chandler|||1988-01-01|1905-01-01||||actor,soundtrack|
3241|Chet's Shirt||1|3||||2002-01-01|Comedy||30
3242||Joachim Hansen|||2007-01-01|1930-01-01||||actor|
3243||Lawrence Bayne||||1960-01-01||||actor|
3244||Matt Motschenbacher||||||||writer,producer|
3245|How Green Was My Valley|||||||1975-01-01|Drama||310
3246||Markku Maalismaa||||1955-01-01||||actor|
3247||Roman Ferianc||||||||composer|
3248||Joanne Dru|||1996-01-01|1922-01-01||||actress,soundtrack|
3249||John Powell||||1963-01-01||||composer,soundtrack,music_department|
3250|Casino Food Recycler||10|2||||2006-01-01|Reality-TV||43
3251|Haunted Houses||6|1||||2014-01-01|Crime,Drama,Mystery||59
3252||J.M. Kerrigan|||1964-01-01|1884-01-01||||actor,director,soundtrack|
3253||Larry Adare||||||||actor|
3254|Tanks for Nuthin'||5|6||||2016-01-01|Action,Adventure,Animation||22
3255||Lesley Dunlop||||1956-01-01||||actress,soundtrack|
3256||Christopher McCulloch||||1971-01-01||||writer,actor,producer|
3257||Jeff Richards|||1989-01-01|1924-01-01||||actor,soundtrack|
3258|Preu?en ?ber alles... - Bismarcks deutsche Einigung|||||||1971-01-01|History||180
3259||Dave Ingham||||||||writer,production_manager,miscellaneous|
3260||Rose Boucher|||||||||
3261||Scott Wells||||1942-01-01||||actor,soundtrack|
3262|A Mother's Day Surprise||3|1||||2018-01-01|||42
3263||Johnny Seven|||2010-01-01|1926-01-01||||actor,director,producer|
3264|Friends at a Distance||7|5||||1957-01-01|Drama||30
3265||Caesar Cordova|||2020-01-01|1936-01-01||||actor|
3266||Frank Thomas|||2004-01-01|1912-01-01||||animation_department,actor,writer|
3267||Trish Soodik|||2009-01-01|1947-01-01||||producer,writer,actress|
3268||Robert Strauss|||1975-01-01|1913-01-01||||actor,soundtrack|
3269|Gone Fishin'/A Little Body of Work||4|1||||1993-01-01|Animation,Comedy,Fantasy||21
3270|A Funeral for Max Berlin||13|1||||1974-01-01|Crime,Drama||60
3271||Viktor de Kowa|||1973-01-01|1904-01-01||||actor,director,writer|
3272||Robert Craig||||||||writer|
3273|Fallen Heroes: Part 1||22|6||||1998-01-01|Crime,Drama,Mystery||
3274|Vengeance Is Thine||10|7||||1959-01-01|Drama||30
3275||Erwin Halletz|||2008-01-01|1923-01-01||||composer,music_department,soundtrack|
3276||Bert Remsen|||1999-01-01|1925-01-01||||actor,casting_director,casting_department|
3277||Elsie Holmes|||2001-01-01|1921-01-01||||actress|
3278|Donald's Tonsils||8|2||||1961-01-01|Adventure,Drama,Family||30
3279||Alan Bunce|||1965-01-01|1900-01-01||||actor|
3280||John Fiedler|||2005-01-01|1925-01-01||||actor,soundtrack|
3281||Peter Oehme|||2001-01-01|1920-01-01||||actor,director|
3282||Michael Schultz||||1938-01-01||||director,producer,music_department|
3283||Vladimir Ilin||||1947-01-01||||actor,music_department|
3284||S.V. Ranga Rao|||1974-01-01|1918-01-01||||actor,producer,director|
3285||Lawrence Menkin|||2000-01-01|1911-01-01||||writer,producer,miscellaneous|
3286||Kevin Spacey||||1959-01-01||||actor,producer,soundtrack|
3287||Lee Blessing||||||||writer,script_department|
3288||Matt Bogart||||1971-01-01||||actor,soundtrack|
3289||Jeremy Podeswa||||1962-01-01||||director,writer,miscellaneous|
3290||John de Klein||||||||animation_department,art_department,miscellaneous|
3291||Boris Jojic||||1933-01-01||||composer,music_department,soundtrack|
3292|The Penthouse||11|7||||1959-01-01|Drama||30
3293||Jay Novello|||1982-01-01|1904-01-01||||actor|
3294|Gold-Plated Maverick||14|1||||1963-01-01|Drama,Sport,Western||60
3295|The Count of Monte Cristo||||||1979-01-01|1979-01-01|Drama,History||60
3296||Theodore Marcuse|||1967-01-01|1920-01-01||||actor|
3297||Matthew Senreich||||1974-01-01||||producer,writer,actor|
3298||James A. Michener|||1997-01-01|1907-01-01||||writer,miscellaneous,actor|
3299||Maribel Mart?n||||1954-01-01||||actress,editor,producer|
3300|Cern? baroni|||||||1992-01-01|Comedy||99
3301|Fear Me Not||1|3||||1955-01-01|Drama||30
3302||Rico Alaniz|||2015-01-01|1919-01-01||||actor|
3303||Ricardo Montalban|||2009-01-01|1920-01-01||||actor,soundtrack,director|
3304||Whitney Blake|||2002-01-01|1926-01-01||||writer,actress,director|
3305||David Steinberg||||1942-01-01||||director,producer,writer|
3306||Rose Abdoo||||1962-01-01||||actress|
3307|The Siege of Troy||21|1||||1960-01-01|Adventure||60
3308||Edgar Lustgarten|||1978-01-01|1907-01-01||||miscellaneous,writer,actor|
3309||Philip Abbott|||1998-01-01|1924-01-01||||actor,director,writer|
3310||Chad Leathers||||||||cinematographer,camera_department,assistant_director|
3311||Leonid Kuravlyov||||1936-01-01||||actor|
3312||Christopher Menaul||||1944-01-01||||director,writer,script_department|
3313||Pitt Herbert|||1989-01-01|1914-01-01||||actor|
3314||J.D. Cannon|||2005-01-01|1922-01-01||||actor|
3315||Lin McCarthy|||2002-01-01|1918-01-01||||actor|
3316||Noah Keen|||2019-01-01|1920-01-01||||actor,director,writer|
3317||Heinz Ludwig|||1970-01-01|1906-01-01||||production_designer|
3318|Chapter 37||11|3||||2015-01-01|Drama||53
3319||Howard Price||||||||actor|
3320||Jen Kaczor||||||||producer,miscellaneous|
3321|Champagne for One: Part 2||3|1||||2001-01-01|Action,Drama,Mystery||
3322|A Matter of Pride||4|1||||1960-01-01|Adventure,Drama,Family||30
3323||Charlie Phillips|||2015-01-01|||||editor,editorial_department,visual_effects|
3324||Yasushi Fuchikami||||1984-01-01||||actor|
3325||Uli Edel||||1947-01-01||||director,writer,producer|
3326|Chapter 28||2|3||||2015-01-01|Drama||55
3327|The Gateway Arch: A Reflection of America|||||||2006-01-01|Documentary||60
3328|Act of Faith||22|1||||1954-01-01|Drama||30
3329|The Predator Holiday Special|||||||2018-01-01|Animation,Comedy,Sci-Fi||2
3330||Laraine Day|||2007-01-01|1920-01-01||||actress,soundtrack|
3331||Lowell S. Hawley|||2003-01-01|1908-01-01||||writer,miscellaneous,music_department|
3332||Catharine Barrett||||||||writer|
3333||Ola Forssmed||||1973-01-01||||actor|
3334||Regis Toomey|||1991-01-01|1898-01-01||||actor,soundtrack|
3335|Passage to Tua||26|1||||1960-01-01|Adventure||60
3336||Elana Eden||||1940-01-01||||actress|
3337||Joe Cronin||||||||actor|
3338|Turbomodul|||||||2014-01-01|Comedy||21
3339||Tim Gibbons||||||||producer,director,writer|
3340||Heinrich Schweiger|||2009-01-01|1931-01-01||||actor|
3341|Firsts||1|1||||2005-01-01|Comedy||
3342||Judy Burns||||||||writer,miscellaneous,producer|
3343|The Night My Father Came Home||14|1||||1953-01-01|Drama||30
3344||Christopher Rice||||1978-01-01||||writer,producer|
3345|Never Wait for Seconds!||8|9||||2017-01-01|Comedy||35
3346|Cousin Eunice||13|1||||1962-01-01|Drama,Sport,Western||
3347||Cedric Smith||||1943-01-01||||actor,soundtrack,director|
3348||Jo Morrow||||1939-01-01||||actress,soundtrack|
3349||Donald Curtis|||1997-01-01|1915-01-01||||actor|
3350||Ryan Grooms||||||||actor,writer,producer|
3351|I Know Why the Caged Bird Kills||10|2||||2006-01-01|Action,Adventure,Animation||22
3352|The Great Divide||10|4||||1956-01-01|Drama||30
3353||Otis Sallid||||1949-01-01||||miscellaneous,director,actor|
3354|La mujer en el espejo||||||2005-01-01|2004-01-01|Drama,Mystery,Romance||45
3355||Carlos de Carvalho||||||||actor,producer|
3356||Vera Kolyadenko||||||||editor|
3357||Graham Gordy||||||||writer,producer,actor|
3358||Bruce Cowling|||1986-01-01|1919-01-01||||actor|
3359||Raymond Arrieta||||1965-01-01||||actor|
3360||Joel Gordon||||1975-01-01||||actor,director,producer|
3361||Phyllis Parker||||||||writer|
3362|The Chase||6|1||||1962-01-01|Adventure||
3363|The Divorce||1|8||||2011-01-01|Comedy||30
3364||Michael Hirsh||||||||producer,writer,miscellaneous|
3365||Sandro Continenza|||1996-01-01|1920-01-01||||writer,assistant_director|
3366|The Quest of Ambrose Feather||19|3||||1962-01-01|Adventure||60
3367||Michael Fields||||||||director,producer,editorial_department|
3368||Elle Johnson||||||||producer,writer,miscellaneous|
3369||Vicente Baccaro||||||||actor|
3370|Stoney Burke||||||1963-01-01|1962-01-01|Drama,Sport,Western||60
3371||Pavel Landovsk?|||2014-01-01|1936-01-01||||actor|
3372||Hugo Becker||||1987-01-01||||actor,producer,director|
3373||James Stone|||1969-01-01|1898-01-01||||actor|
3374||Steve Rothermel|||||||||
3375||Gaynor Hodgson||||1956-01-01||||actress|
3376||Shannon Barrett Prynoski||||||||producer,production_manager,animation_department|
3377||Anna Sten|||1993-01-01|1908-01-01||||actress,soundtrack,miscellaneous|
3378||Jir? Str?nsk?|||2019-01-01|1931-01-01||||writer,actor,assistant_director|
3379||Walt Burling|||||||||
3380||James Urbaniak||||1963-01-01||||actor,writer,producer|
3381|Legend of the Seeker||||||2010-01-01|2008-01-01|Action,Adventure,Drama||44
3382||William D. Faralla|||1999-01-01|1912-01-01||||assistant_director,production_manager,producer|
3383||Orlando Briones||||||||cinematographer,producer,camera_department|
