id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/releaseDate|https://www.scads.de/movieBenchmark/ontology/job
4433|Episode 15||Back from Macau, Jandi is having a hard time trying to brace herself up. The master of the restaurant where Jandi works, asks her to visit the old doctor’s office, who often comes to the restaurant, and this gives Jandi a fresh impression. Jandi talks to Junhee about her true feeling and Junhee asks her mother not to make Junpyo a victim. Junpyo comes back to Korea and goes to Shinhwa University. The mother invites Jandi to Junpyo’s birthday party. In there, she hears about Junpyo’s engagement with Jaekyeong, the girl who Jandi met in Macau.|15.0|1.0|2009-02-23|
4434|Hongkou Park||Won Bong and Young Jin meet with Du Wol Seong, the boss of Cheongbang, and ask for his help in evacuating Kim Gu after the revolt in two days. Meanwhile, Fukuda and his Special Duty Team One arrive in Shanghai where he tells only Matsuura of his secret order of delivering Lee Young Jin alive.|29.0|1.0|2019-06-22|
4436|Jobs That Bite||Mike starts off Shark Week by going to South Africa to look at some great white sharks inside a shark cage. Mike then heads to a shark research lab and gets a deeper understanding about shark anatomy as he conducts an autopsy of a dead tiger shark. Mike then works with some shark researchers and helps electronically tag them and collect shark DNA. Mike then goes to the island of Bimini in the Bahamas and helps test a new shark repellent, which is made from the smell of dead sharks. Finally, Mike hangs out with a professional shark spotter off the coast of South Africa who watches the ocean to protect beachgoers.|7.0|0.0|2006-07-30|
4437||Malik Bendjelloul|||||director
4438|Conversion||Richard, Kahlan and Chase are headed to the D'haran fortress where Chase's family is kept prisoner, and Darken Rahl's archwizard is conducting magical experiments on them. As they manage to infiltrate the fortress the Seeker comes face to face with his sinister opponent for the first time, while a terrible, unexpected force is unleashed.|15.0|1.0|2009-03-14|
4439|J-A-- JAVIER'S P-A-- PANTS||Maya lends a helping hand to frenemy Melanie and finds her life taking a surprising turn. Dylan joins the Lafayette basketball team, where her lousy sportsmanship gets results. Jimmy makes up for lost father-son time with Ray.|9.0|3.0|2019-01-04|
4440||Elizabeth Beckwith|||||guestStars
4441|Mel's Offer||After going to a Karaoke bar that Mel Brooks is performing at, Mel is so impressed with Larry's singing that he asks Larry to be the star of his broadway show.|1.0|4.0|2004-01-04|
4443||Hillary Danner|||||guestStars
4444||Harry Muheim|||||writers
4445||Allan Arbus|||||guestStars
4451|The Revenge Society||'The Guild of Calamitous Intent comes under attack by an insane Phantom Limb, who now goes by the name ''Revenge''. Meanwhile, Hank and Sergeant Hatred must protect the compound from the Guild's agents. We also learn something very interesting about Dean's birthright.|5.0|4.0|2009-11-15|
4452||Rosemary Knower|||||guestStars
4453| Bee||Isabella Rossellini explores the mating habits of bees.|3.0|1.0|2008-05-05|
4454||Jimmie F. Skaggs|||||guestStars
4455||Ken Whittingham|||||director
4456||Jesse Warn|||||directors
4457|The Swap||Fukuda pursues the lead with the electrician and visits Yoshino Electric Company to verify his identity. But when he gets there, he is greeted by Nam Ok who carefully redirects his suspicions. Meanwhile,  Won Bong regains his consciousness, and Seung Jin calls Matsuura in secret.|20.0|1.0|2019-06-08|
4458||Ward|||||guestStars
4459||Mikael Storsj?|||||guestStars
4461||Bree Williamson|||||guestStars
4462||Mario Van Peebles|||||directors
4467||Barbara Boxer|||||guestStars
4468||Charles Barton|||||directors
4469|Mrs. President||A documentary following the last year of Tarja Halonen's as the president of Finland.|45.0|0.0|2013-12-06|
4471||John Peyser|||||directors
4472||||5.0|1.0|1972-02-20|
4475||Irene White|||||guestStars
4476|Episode 7||A live TV broadcast announcing the new peace accord between the UK, US and Iran is hijacked by armed gunmen. Can Adam and Ros defuse the situation before someone's hurt? |7.0|6.0|2007-11-27|
4477||Tom Verrall|||||guestStars
4478|RiP: A Remix Manifesto|||72.0|0.0|2014-10-15|
4479||Nick Viall|||||guestStars
4480||Read Morgan|||||guestStars
4481||Christine Cynn|||||director
4482||Clarke Peters|||||guestStars
4483||Sebastian Arcelus|||||actor
4484|Locked Up In Love||The 2001 murder of Bobbie Holder, who was lured by Tina Leja to her boyfriend Darnell Smith's home so that he and his brother Chaka could attack him. Holder was shot twice and stabbed about nine times, before his body was dismembered. Leja claimed she lived in fear of being killed by Darnell Smith, with whom she became involved in a relationship when he was in Stillwater prison where she was a guard.|5.0|2.0|2015-01-03|
4486|Feeling Exposed||Kara's discovery that Mary Jane is sleeping with Justin sends their friendship into a tailspin and upsets the power dynamic at the studio. Sensing there's more to Mary Jane's break up with Lee, Helen sends Niecy to New York.|13.0|4.0|2017-08-01|
4487||Andy Bichlbaum|||||directors
4488|The Secret Fate of All Life||A violent denouement in the forest clears the Dora Lange case and turns Cohle and Hart into local heroes. Each man settles into a healthier rhythm of living as Hart returns to his family, and Cohle starts a relationship while gaining a reputation as a closer in interrogations. As time passes and his daughters grow older, Hart faces new tensions and temptations, and Cohle learns from a double-murder suspect that there could be much more to an old case than he'd once thought. In 2012, Gilbough and Papania put their cards on the table, presenting new intelligence that threatens Cohle and causes Hart to reassess everything he thought he knew about his former partner.|5.0|1.0|2014-02-16|
4489||Antoinette Bower|||||guestStars
4491||Kurt Kasznar|||||guestStars
4492||James Delaney Turner|||||guestStars
4493|Victorians, 1837-1901||Love and death in Alfred, Lord Tennyson; Emily Bronte; Christina Rossetti; Robert Browning; Matthew Arnold; and A.C. Swinburne. Featured performers: Peggy Ashcroft, Julian Glover, and Ian Richardson.|12.0|1.0|1984-11-11|
4494|The Assassins||Just before the Tiki sails, two men plant a time bomb in the hold. The bomb is discovered and thrown overboard, but a big question still remains: which of Troy's four passengers was the bomb meant for?|9.0|3.0|1961-11-26|
4495|Wicked Web||'30-year-old Mel Dyson is a successful accountant with a contentious relationship with his common law wife, Dixie. Dixie and Mel separate for a while and Dixie meets Rico Vasquez, an ex-marine playboy whose affection she buys with lavish gifts. Dixie gets back with Mel, but never breaks it off with Rico. After one of their sessions Dixie proposes Mel have an ''accident' and they use the money to travel far away together.|3.0|1.0|2013-11-16|
4496|Blood Ties (3)||The Wilsons go on television to offer a reward. The newspapers are making the Homicide unit look bad and Barnfather wants quick resolution to the case. The man (and his wife) who gave up Junior Bunk are murdered; Falsone and Lewis investigate. The only survivor, their young son, is brought in to find out what he remembers. His memories-- and a recorded phone message-- lead Stivers to believe a former member of the Narcotics unit is involved. The officer cops to a deal that implicates Georgia Rae Mahoney, though Giardella doesn't want to pursue that yet. Falsone's questioning of the Mahoney shooting leads Cox to doubt her actions at the time of the investigation. Incriminating evidence leads the detectives to Hal Wilson being their prime suspect. Frank goes to interview Felix and Hal Wilson; son and father confront some long-standing issues. Hal's confession is inadmissible in court, the Wilsons leave the Baltimore area, and the case remains officially open.|3.0|6.0|1997-10-31|
4497|Vulnerable||After a concerned neighbour knocks on Janet’s door, she can only guess at the horrors about to happen. Rachel wishes she was still single while Janet ends up realising that her own marriage is over.|1.0|3.0|2013-04-03|
4498||Al Fann|||||guestStars
4500|Episode 8|||8.0|1.0|2015-07-28|
4503||Jim O'Heir|||||guestStars
4504||Jerome Valantene Gregg|||||guestStars
4505|Episode 16|||16.0|3.0|2019-06-30|
4507|CI5: The New Professionals||'In this 1998 re-imagining of the original The Professionals TV show, CI5 now has an international remit, being jointly funded by the governments of the UK, U.S.A., Japan, Germany and France, and called upon to deal with terrorism and espionage on an international scale.An all-new cast features the original dynamic of two gung ho field agents (these a former U.S. Navy Seal and a British secret service man) and a cantankerous boss, but adds the dynamic of a female agent, a computer and martial arts expert who came to CI5 by way of the Canadian Secret Service.Expectations were high, but the new show failed to capture the imagination of viewers and only one season was made.|||1999-09-19|
4508||David Elias|||||guestStars
4509|Buried Alive- Luckman And Reid||'On the night of May 4, 1982, 13-year-old Terry Ryan rushed into his family home in Marsden, a suburb of Brisbane, and told his mother an astonishing story.Terry said that he had been forced by two men to participate in the sexual assault and prolonged torture and murder of his best friend, 13 year old Peter Aston. He said he had buried Aston in a shallow grave in scrubland about 60 kilometres south, over the New South Wales border, near the seaside hamlet of Kingscliff. Belita Ryan immediately rang the police. Terry retold his story to Detectives of the Queensland Criminal Investigation Branch.At approximately 4:45 on the morning of May 5th, the detectives drove Terry and his mother over the border into New South Wales. Terry led his mother and the detectives along the sandy track into the scrub. After about 200 meters, the track opened onto a roughly cleared area and the tire tracks disappeared into bush land on the other side of it.''There ... in there,'' Terry Ryan said as he pointed into the foliage. ''It's in there.''. The detectives led the way, and as they entered the track, they came across a grave-sized mound of earth off to the north-east. It was covered with small tree branches and twigs obviously broken from the nearby trees. Terry stepped back into his mother's arms and began to cry as the police officers approached the ominous mound and examined the freshly turned earth. In the dawn light, they saw spots of blood in the sand and a large, wet, blood-soaked section in the centre of the raised soil.Lying in the sand at the head of the bush grave was a dark sock and a knife in a sheaf. What the police officers found beneath the mound almost defied their comprehension.|9.0|3.0|2009-10-29|
4511|A Ringtone in the Dark||Time is running out for Ah Ram as Kwon Joo tries to decipher the xylophone sound. Kwon Joo tells Jin Hyuk her side of what happened three years ago.|3.0|1.0|2017-01-21|
4513||Tony Yarbrough|||||guestStars
4514||Mike Bonanno|||||director
4516||Ray Fisher|||||actor
4518||Boris Sagal|||||directors
4519|Tsukihi Phoenix - Part 3||Shinobu asks Koyomi to take her to the donuts shop. Before leaving, he notices that Tsukihi's scar on her chest was healed, and after stripping her naked, finds that all other scars on her body disappeared too. At the shop, Koyomi asks Shinobu if she knew anything about Yotsugi or Yozuru, but much to his surprise, he finds Kaiki sitting on a nearby table and pays him up for information about them. Kaiki reveals that Yozuru and her familiar Yotsugi are supernatural hunters specialized in immortal beings. Wondering if he or Shinobu may be targeted by them, Koyomi returns home just to find both in front of it. When Tsukihi opens the door for them, Yotsugi instantly attacks her, tearing her body apart. A furious Koyomi launches himself at her, but is easily subdued by Yozuru, who shows him that surprisingly, Tsukihi's body is already restored. She also explains that the Tsukihi in front of him is not his true sister but a phoenix assuming her identity. Shinobu threatens to attack the duo, and Yozuru, despite knowing that the vampire has not enough power to stop her, decides to leave, promising to return in the following day to slay Tsukihi, killing both Koyomi and Shinobu too if they try to stop her again. |10.0|2.0|2012-03-10|
