id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/numberOfSeasons|http://dbpedia.org/ontology/numberOfEpisodes|http://dbpedia.org/ontology/birthDate|http://dbpedia.org/ontology/releaseDate|https://www.scads.de/movieBenchmark/ontology/last_air_date|https://www.scads.de/movieBenchmark/ontology/release_year|http://dbpedia.org/ontology/runtime|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/origin_country
2634|The Alchemy of Art: David Mack||'This is an in-depth look at the writer and artist David Mack, who Entertainment Weekly designates ''One of the true geniuses of the medium.''||||||2007-12-31||2007-01-01|107|Documentary|
2635||Tomo Muranaka||||||||||||
2636||Chieko Baish?||||||||||||
2637||Andre Braugher||||||||||||
2638|Episode 8|||8.0|1.0||||2016-12-12||2016-01-01|||
2639|Chet's Shirt||Larry and Jeff invest in a restaurant with actor Ted Danson. In lieu of attending his dentist's dinner party, Larry decides to shop for waiters' uniforms, and in the process buys matching shirts for Ted and himself. But after Danson realizes his shirt has a small rip in it, he demotes Larry in The Wizard of Oz scene they're re-enacting for his daughter's birthday party (Larry refuses to switch from the Lion to the Tin Man). At the party, little Jill Danson misses the pi?±ata and hits Larry in the mouth with her bat. Following an emergency visit to his dentist (who learned why Larry had skipped the dinner party), Larry is left with two abnormally large front teeth and one clean shirt that both he and Ted covet.|1.0|3.0||||2002-09-15||2002-01-01|||
2640||Satoshi Iwataki||||||||||||
2641|Ein heiliges Wunder|||1.0|1.0||||2012-09-18||2012-01-01|||
2642||Discovery||||||||||||US
2643||Elizabeth Bennett||||||||||||
2644|Living in West Australia||The four members leave Perth and head off to a serene port city, Fremantle, by trying out public transportation from buses to trains as a true backpacker. Enjoying the getting-lost-free journey with ‘Map Seung Yoon’, the four young gentlemen dive in to the living of a West-Australian life.|2.0|5.0||||2017-11-14||2017-01-01|||
2645||Jean-Luc Caron||||||||||||
2646|[49] Koimonogatari [1] Hitagi End - Part 1||On January 1st, Hitagi Senjyogahara makes a phone call to Deishu Kaiki, her supposed archnemesis. It was a tough decision made on her part, in order to save herself and Koyomi Araragi from their “death sentence.”|18.0|3.0||||2013-11-24||2013-01-01|||
2647||Tofig Taghizadeh||||||||||||
2648||Mitsuki Saiga||||||||||||
2649|Out of Thin Air (1754-1806)||One of science’s great odd couples — British minister Joseph Priestley and French tax administrator Antoine Lavoisier — together discover a fantastic new gas called oxygen, overturning the reigning theory of chemistry and triggering a worldwide search for new elements. Soon caught up in the hunt is science’s first great showman, a precocious British chemist named Humphry Davy, who dazzles London audiences with his lectures, introduces them to laughing gas and turns the battery into a powerful tool in the search for new elements.|1.0|1.0||||2015-08-19||2015-01-01|||
2650|1976: O Ano da Invas?o Corinthiana||Documentary about the 1976 game Fluminense x Corinthians.||||||2016-09-29||2016-01-01|94|Documentary|
2651|Between Two Ferns with Zach Galifianakis||Between Two Ferns with Zach Galifianakis is an internet comedy series that appears on the video website Funny or Die. As the show's title suggests, host Zach Galifianakis conducts celebrity interviews sitting, with his guests, between two potted ferns: the set intentionally resembles a low-budget amateur production fit for public-access television. He maintains an awkward and often antagonistic demeanor with his guests, asking them bizarre and inappropriate questions mixed with offhand non-sequiturs. Episodes often include a segment in which Galifianakis awkwardly interrupts his guests to promote a sponsor's product--examples include bananas, Need for Speed: Shift videogame, and Speed Stick deodorant. The series' theme music is Dave Blume's arrangement of Bernard Herrmann's Theme from Taxi Driver, which is on the original Taxi Driver soundtrack album but was not included in the film.|||1.0|26.0||2008-01-04|2016-09-22|2008-01-01|4|Comedy|
2652||Takatoshi Suzuki||||||||||||
2653|Blood Sport: The Bondi Gay Murders||'In the late 1980s and early 1990’s a series of violent murders took place near Sydney’s famous Bondi Beach. Three innocent men were attacked and thrown to their deaths from a cliff top. The murders were part of a much wider wave of violent hate crimes as gangs of youths roamed Sydney’s inner suburbs randomly bashing and killing gay men for sport.Among the victims at Bondi was Wollongong television newsreader, Ross Warren, a gay man who disappeared while visiting friends in Sydney in 1989. Ross Warren’s case was dismissed by police as a “probable accident”. But his mother conducted a long campaign to have her son’s disappearance finalised.Then, some ten years after he was first reported missing, Ross’s police file finally came to the desk of one courageous investigator who started to dig a little deeper.Detective Sergeant Stephen Page quickly realised that there was more to the Ross Warren case than was uncovered in the original investigation. The file contained a great many unanswered questions.As he read the file Detective Page began to uncover similarities with other murders and slowly the shocking pattern of violence and death began to emerge.Another murder victim was Bondi resident John Russell, a gay man who had inherited some money and was about to leave for the country to start a new life when his body was found at the foot of the Bondi cliffs.|2.0|3.0||||2009-03-26||2009-01-01|||
2654|Dr Funny Bones||When Stan gets a splinter in his finger, Monty ponders if laughter really can be the best medicine.|49.0|1.0||||2017-07-06||2017-01-01|||
2655||Bernard Toublanc-Michel||||||||||||
2656||Grade A Entertainment||||||||||||
2657||John Travolta||||||||||||
2658|Maple Syrup Maker||Mike travels to San Francisco to participate in the messy process of paint bulking. Then he heads to Wagner's Sugar Camp in Pennsylvania to spend the day making delicious maple syrup the old-fashioned way.|23.0|5.0||||2009-12-29||2009-01-01|||
2659|Dangerous Verdict|||25.0|5.0||||1958-04-20||1958-01-01|||
2660|Virtual Fatality||Ace Cooper's latest performance gives a chance to be part of the Electro City's 200th anniversary celebration. However, something goes wrong in his teleportation trick as he mysterioulsy disappears. He gets knocked out and kidnapped by two men who takes him away in a van. Cosmo searched and searched but no luck. When Vega comes and tells a replacement audition is taking place, Cosmo looks over the Ring Theater and discovers a man named Jimmy Hagen who somehow starts doing Ace's tricks perfectly. With Angel's help he learns Hagen is a decendant of one of Electro City's founding family and has been in and out of the mental hospital. While trying to figure out Hagen's moves, Cosmo and everyone else hears a shocking announcement from: He's quiting magic. Cosmo discovers the message was not really from but nobody believes him execpt for Mona. He then notices the same vehicle after Ace's dissappear. Cosmo then stows away in the van which takes directly to Hagen's home. There, Cosmo fonud the|24.0|1.0||||1999-07-31||1999-01-01|||
2661||Kenneth Fink||||||||||||
2662||Philip Joseph||||||||||||
2663|The Countess|||31.0|4.0||||1957-05-05||1957-01-01|||
2664||Jane Kilkenny||||||||||||
2665||Aseem Chhabra||||||||||||
2666|The Shrimp Incident||Larry is labeled a misogynist when he believes an HBO Network executive took some shrimp from of his meal, following a mistake in a delivery of Chinese food.|4.0|2.0||||2001-10-14||2001-01-01|||
2667||Gisa Werkowska||||||||||||
2668||Bryan Gordon||||||||||||
2669|Mary Shelley||'Like Dr Frankenstein himself, Mark Steel has taken the cold-cuts ofthe traditional TV lecture and brought it back to life with passionand electricity. Taking as its subjects both the book for which MaryShelley is famous and the tragedy-filled life of the woman herself,the programme moves from England to Geneva and back in search of thespark that created the monster. Almost as if genetically programmed by the pioneering mother shenever knew, and on whose grave she consummated her love for the poetPercy Shelley, Mary Shelley created an indestructible legend morerelevant today than ever – as Mark Steel discovers with hiscustomary wit and passion. Kenneth Branagh does not feature in thisprogramme.|3.0|2.0||||2004-11-19||2004-01-01|||
2670||John McRae||||||||||||
2671||Omari Hardwick||||||||||||
2672|Episode 30|||30.0|1.0||||2003-02-26||2003-01-01|||
2673||Hubert Bougis||||||||||||
2674||Virginie Vidal||||||||||||
2675||Candace B. Harris||||||||||||
2676||Neve Campbell||||||||||||
2677|The People's Republic of Capitalism|||||1.0|4.0||2010-04-08|2010-04-11|2010-01-01|60|News|
2678||Bob Putynkowski||||||||||||
2679|Betrayal||Frank and Tim investigate the death of a young girl whose abused body was found by the side of the interstate. Brodie goes to an interview with a new potential roommate. Kellerman finally gets his day in court, where he is supposed to take the 5th amendment. Frank and Tim disagree with their pursuit of the investigation. Frank tries a different approach with the mother and she tells him the story-- only they won't be able to get a murder one conviction. Julianna comes down to the courthouse to offer Mike some moral support. He sees Connelly come out of the courtroom and thinks things are going bad, so he prepares to give it all up. However, his appearance before the grand jury doesn't go quite as he expected. Brodie walks out of the building with his new roommate. The detectives try to celebrate Kellerman's freedom, though he has different thoughts about the situation. Tim tries to come to grips with the child abuse he experienced in his past and also tells Frank he doesn't want to be|12.0|5.0||||1997-01-10||1997-01-01|||
2680||Michael Ohrenbach||||||||||||
2681||Lyndon S. Hellewell||||||||||||
2682||Stanley Kowalski||||||||||||
2683|Pound of Flesh|||19.0|1.0||||1974-04-19||1974-01-01|||
2684|Strictly Personal|||28.0|6.0||||1959-04-19||1959-01-01|||
2685|Town Gathering||Erin, who has a reputation for making up stories, discovers that no one will believe her when she discovers that the people proposing a new business deal to her mother are actually aliens planning to make a meal out of the townsfolk.|10.0|3.0||||1999-11-11||1999-01-01|||
2686|Flower Power||Monty tries to get his family to play football with him, but they are all too busy doing flower-related activities. Monty starts to wonder if flowers are really as amazing as everyone seems to think they are.|12.0|1.0||||2016-07-05||2016-01-01|||
2687||Natascha McElhone||||||||||||
2688||Dawn Swiderski||||||||||||
2689|Primetime||Mary Jane does some shop therapy; Paul Jr. decides about a job.|10.0|2.0||||2015-04-07||2015-01-01|||
2690|Episode 3|||3.0|1.0||||2016-12-07||2016-01-01|||
2691|Mud Mineral Excavator||Mike Rowe gets dirty in Death Valley, CA preparing for a gem and mineral show. He then helps save injured birds from a nearby salt lake. Finally, he gets dirty working at a rice plantation in South Carolina.|6.0|4.0||||2008-02-12||2008-01-01|||
2692||STV||||||||||||GB
2693||Simone Knapp||||||||||||
2694||Craig Horner||||||||||||
2695||Friz Freleng||||||||||||
2696|The Thievingest Dog|||1.0|1.0||||1957-09-26||1957-01-01|||
2697|J-J’S D-R–DREAM||Ray gets in over his head when he makes up a fake charity to impress his girlfriend; Maya gives Jimmy tips on being the boss; and Dylan demands Kenneth get out of her space.|3.0|2.0||||2017-10-11||2017-01-01|||
2698||Benjamin Roberts||||||||||||
2699||Jung Yi-seo||||||||||||
2700||Ana Beatriz Nogueira||||||||||||
2701|Lady from South Chicago||Mme. Victorine Reynard, a Frenchwoman, now lives in style in the South Seas. A friend who is actually an escaped convict from Australia, comes to see her.|4.0|1.0||||1959-11-02||1959-01-01|||
2702|The Tornado||On May 4, 2007, the small town of Greensburg, Kansas, was annihilated by an F5 tornado. Almost every building was destroyed leaving the townspeople with the big question?Do we stay or go? Meet them all in this premier episode of Greensburg and hear their first hand accounts of how they survived one of the largest tornadoes in U.S. history. With a clean slate the town decides to rebuild the entire community energy efficient and as green as possible. But not everyone is sold on the idea.|1.0|1.0||||2008-06-15||2008-01-01|||
2703|Handsome Ransom||The Monarch decides to settle for cash as the best revenge on Dr. Venture and takes Hank and Dean hostage. However, Hank is rescued by Captain Sunshine, who wants a new boy sidekick to replace his fallen comrade Wonder Boy.|2.0|4.0||||2009-10-25||2009-01-01|||
2704|Jacques P?pin: Fast Food My Way||In Jacques P?pin Fast Food My Way, the man who taught millions of Americans how to cook shares the techniques he honed in the most famous kitchens of the world to show you how to create simple, special meals in minutes.|||1.0|26.0||2004-10-02|2004-10-02|2004-01-01|||US
2705||Oshri Cohen||||||||||||
2706|Cerni baroni||Komedie v?s p?esv?d?? o tom, ?e i na chmurn? str?nky na?? historie je mo?n? se d?vat s nadhledem a humorem. ?o bolo, to bolo... Major Terazky vede sv?j ?ik p?t?p?k? od pr??vihu k pr??vihu vst??c sv?tl?m z?t?k?m. ?esk? filmov? komedie podle rom?nu Miloslava ?vandrl?ka.||||||1992-06-04||1992-01-01|99|Comedy|
2707||Errol Dionisio||||||||||||
2708||Christopher Adamson||||||||||||
2709|Episode 10|||10.0|2.0||||2015-06-10||2015-01-01|||
2710||Matt Bardock||||||||||||
2711|Kid for Ransom - Tears for Daniel||CI examines two notorious abduction cases. The first case is the Graeme Thorne ransom kidnapping at Bondi in 1960. Thorne, aged eight was the son of winners of the Sydney Opera House Lottery. The second case is the recent Daniel Morecombe Queensland case that still remains unsolved. Crime Investigation Australia has secured exclusive interviews that shed new light on both of these infamous cases that stunned the nation.|2.0|1.0||||2005-08-01||2005-01-01|||
